Join_ID,grade,sum_Area_SQUAREKILOMETERS,Polygon_Count,PercentArea
9,D,0.014478753934695,1,100.000000000000000
26,D,0.034506704815530,1,100.000000000000000
32,D,0.013941397984045,1,100.000000000000000
35,D,0.014478621185725,1,100.000000000000000
39,C,0.007343373463392,1,72.684154221424464
43,C,0.013328872495340,1,100.000000000000000
47,D,0.013771298577907,1,100.000000000000000
48,C,0.000182656750134,1,6.375390522095331
51,D,0.004630497399362,1,100.000000000000000
116,C,0.006015865461312,1,2.095812954064584
183,C,0.000143932309928,1,0.076785704291870
187,A,0.040637999661101,1,100.000000000000000
188,A,0.054011451824555,1,98.958492240833266
189,B,0.018115322415575,1,78.532041232092283
189,C,0.004952101684459,1,21.467939989569203
190,C,0.043468280360684,1,100.000000000000000
191,C,0.022165250664395,1,100.000000000000000
192,C,0.021705462229202,1,100.000000000000000
193,A,0.022101379014007,1,100.000000000000000
194,B,0.022081414653391,1,100.000000000000000
197,B,0.010477492113852,1,100.000000000000000
198,C,0.000170144341188,1,0.830434607186739
199,C,0.014680613349368,1,95.096845227531531
200,C,0.022087522318400,1,100.000000000000000
201,B,0.021898001487370,1,99.141938350237155
201,C,0.000189527945091,1,0.858076864538761
202,C,0.022081414582767,1,100.000000000000000
206,B,0.040174207225401,1,100.000000000000000
208,C,0.030051834825580,1,100.000000000000000
209,B,0.013103062934499,1,91.057090915905206
210,B,0.010655881073837,1,100.000000000000000
211,C,0.019633098692954,1,97.377216906838655
212,C,0.018788181303735,1,98.719367198493686
216,A,0.013221358807733,1,90.565256466968975
216,B,0.001377349626092,1,9.434736164985463
218,C,0.036453509479993,1,100.000000000000000
219,C,0.054233083071881,1,100.000000000000000
222,A,0.076332358296860,1,100.000000000000000
223,A,0.000035131863950,1,0.168073222203095
223,B,0.020867576134419,1,99.831937249887119
225,B,0.018899780990029,1,100.000000000000000
227,C,0.006913877543080,1,84.779609259550909
228,C,0.008600076455753,1,100.000000000000000
240,C,0.045440766696732,1,100.000000000000000
242,C,0.000017716836608,1,0.092997896684551
246,B,0.010413413946610,1,100.000000000000000
259,C,0.084483339562086,1,100.000000000000000
260,B,0.010561864924434,1,100.000000000000000
261,C,0.070087312408438,1,74.841896409768140
267,C,0.001898358736555,1,1.986962964293892
271,A,0.018060154444960,1,100.000000000000000
283,B,0.036224687043234,1,92.993146556899291
283,C,0.002729460750980,1,7.006856044249761
285,C,0.057043675575900,1,100.000000000000000
286,A,0.000761369567790,1,2.813118380221020
287,A,0.037943026919514,1,99.987196787554439
288,A,0.009822678167166,1,49.921382880932931
288,B,0.009853609114208,1,50.078601736654704
290,B,0.006123834733272,1,100.000000000000000
291,B,0.002211070632808,1,16.738403662276969
292,C,0.004467152881071,1,100.000000000000000
295,A,0.139124957276002,2,99.999998931391886
298,C,0.010109947049610,1,100.000000000000000
305,C,0.010759787170830,1,89.447718665696542
308,C,0.009880657411246,1,100.000000000000000
313,C,0.020856598930537,1,100.000000000000000
316,C,0.011089737876138,1,100.000000000000000
319,C,0.005378567195107,1,78.395006972338692
340,C,0.008452997405628,1,100.000000000000000
349,C,0.001594703375798,1,8.504157606974259
363,C,0.006697324218243,1,89.977983812272726
368,C,0.017251882344171,1,100.000000000000000
369,C,0.033861548136514,1,90.728910538228320
