CTCB20,FctImp,LST,NDVI,CT20,BG20,CB20,PatchDensity,LandscapeShapeIndex,PerCoverGreen,grade
4640001009,48.14678899082568,43667.63159795167,4898.7691650390625,464000,4640001,1009,0.0,,0.0,D
5769042003,63.43478260869566,45201.22916666667,2867.6923828125,576904,5769042,2003,0.0,,0.0,C
7026004039,73.5,44519.37900390624,3046.769287109375,702600,7026004,4039,0.0,,0.0,C
7012011004,39.53846153846155,43260.83353365384,6702.884765625,701201,7012011,1004,0.0,,0.0,A
7012011004,39.53846153846155,43260.83353365384,6702.884765625,701201,7012011,1004,0.0,,0.0,B
7027003003,71.53846153846155,44573.82081330129,3338.53857421875,702700,7027003,3003,0.0,,0.0,C
4615024006,48.38461538461539,44175.64587402343,4975.5771484375,461502,4615024,4006,0.0,,0.0,C
2737001015,64.71428571428571,44668.3125,4142.15380859375,273700,2737001,1015,0.0,,0.0,C
1851021002,34.176470588235276,43388.12944684708,5306.0,185102,1851021,1002,1.866227543e-06,78716.65079422366,0.086791704574615,B
4801013002,53.48648648648649,44617.02857142856,3759.269287109375,480101,4801013,3002,0.0,,0.0,C
2392021008,86.28048780487805,44685.02514982876,1910.7692871093752,239202,2392021,1008,0.0,,0.0,C
3007022014,38.63258785942491,43732.70373726488,4804.5,300702,3007022,2014,1.632685542e-06,180034.4924754737,0.034921878826468,A
3007022014,38.63258785942491,43732.70373726488,4804.5,300702,3007022,2014,1.632685542e-06,180034.4924754737,0.034921878826468,B
1899061005,77.07142857142857,44308.13932291667,2311.96142578125,189906,1899061,1005,0.0,,0.0,C
1813003009,42.461538461538446,44004.82865084134,4442.654052734375,181300,1813003,3009,0.0,,0.0,B
1813003009,42.461538461538446,44004.82865084134,4442.654052734375,181300,1813003,3009,0.0,,0.0,C
4318001002,57.48407643312101,44748.65610071656,3598.076904296875,431800,4318001,1002,0.0,,0.0,C
4812032006,80.83333333333333,45057.0,3508.769287109375,481203,4812032,2006,0.0,,0.0,C
7019023029,87.44444444444446,43943.752322635126,1799.8077392578125,701902,7019023,3029,0.0,,0.0,
5769012002,67.22222222222221,44651.68532986111,2520.076904296875,576901,5769012,2002,0.0,,0.0,C
3107031012,75.51999999999997,44784.666718750006,2594.384521484375,310703,3107031,1012,0.0,,0.0,C
1246001010,57.333333333333336,45338.796332465274,4976.9228515625,124600,1246001,1010,0.0,,0.0,B
1289103017,57.6,44698.06026785714,4489.115234375,128910,1289103,3017,0.0,,0.0,B
2625012001,45.36363636363636,44022.01640625,5150.9228515625,262501,2625012,2001,0.0,,0.0,B
2127011015,69.53125000000001,43897.82299804688,3514.884521484375,212701,2127011,1015,0.0,,0.0,B
2060541004,68.54666666666667,44516.606026785725,1510.769287109375,206054,2060541,1004,0.0,,0.0,D
2673001003,73.26666666666667,43871.107421875,2143.730712890625,267300,2673001,1003,0.0,,0.0,D
2975021017,46.91666666666667,43867.45898437499,3776.923095703125,297502,2975021,1017,0.0,,0.0,D
4047023000,58.811594202898554,44871.43119419643,3061.3076171875,404702,4047023,3000,0.0,,0.0,D
7006005002,35.23950617283944,42982.07386453083,5890.40380859375,700600,7006005,5002,0.0,,0.0,A
1863022000,34.4504021447721,43580.46305954392,4947.75,186302,1863022,2000,0.0,,0.0,B
1863022000,34.4504021447721,43580.46305954392,4947.75,186302,1863022,2000,0.0,,0.0,C
2017001004,48.611111111111114,44024.60686383929,3017.384521484375,201700,2017001,1004,0.0,,0.0,C
2145041000,68.05357142857142,43567.68234080188,3347.423095703125,214504,2145041,1000,0.0,,0.0,C
5509011004,73.97777777777776,44713.223366477265,3666.230712890625,550901,5509011,1004,0.0,,0.0,C
2312202004,67.27722772277228,43663.67899946732,3051.923095703125,231220,2312202,2004,0.0,,0.0,D
1837021009,46.73684210526315,43332.123828125004,4490.53857421875,183702,1837021,1009,0.0,,0.0,C
4633001008,61.650000000000006,44100.29150390625,4840.15380859375,463300,4633001,1008,0.0,,0.0,A
4633001008,61.650000000000006,44100.29150390625,4840.15380859375,463300,4633001,1008,0.0,,0.0,B
4631032017,45.2769230769231,43959.075500488296,5291.8076171875,463103,4631032,2017,0.0,,0.0,A
4022003008,68.27898209236574,44919.33771407135,3028.139404296875,402200,4022003,3008,0.0,,0.0,D
4015001046,72.97183098591547,44641.02530570651,2588.03857421875,401500,4015001,1046,0.0,,0.0,C
5315041004,61.974025974025984,44860.92192444619,2638.730712890625,531504,5315041,1004,0.0,,0.0,D
2048103002,72.67346938775508,44409.87404336735,2651.769287109375,204810,2048103,3002,0.0,,0.0,D
2717042000,62.727272727272755,44569.641024502846,3959.6538085937505,271704,2717042,2000,0.0,,0.0,C
2718042000,72.96491228070175,44392.61115679826,3153.1923828125,271804,2718042,2000,0.0,,0.0,D
5315021005,80.5,44393.28515625,2457.615478515625,531502,5315021,1005,0.0,,0.0,D
5323033004,88.90638297872336,45237.248539259446,1512.0961303710935,532303,5323033,3004,0.0,,0.0,B
7019021019,91.2666666666667,44493.38859953704,1790.0384521484375,701902,7019021,1019,0.0,,0.0,
5310003019,54.37662337662336,44225.41910282258,2952.423095703125,531000,5310003,3019,0.0,,0.0,D
5310003017,66.71428571428572,44579.240885416664,2551.65380859375,531000,5310003,3017,0.0,,0.0,D
2187012004,56.98076923076922,43565.87312500001,3072.730712890625,218701,2187012,2004,0.0,,0.0,C
2186003004,70.44827586206897,43823.561328125004,2478.5,218600,2186003,3004,0.0,,0.0,C
2678003006,86.8695652173913,44993.014914772735,2269.730712890625,267800,2678003,3006,0.0,,0.0,D
2693001009,50.15789473684211,43315.71073190789,6172.5,269300,2693001,1009,0.0,,0.0,A
2188001001,80.39285714285714,44007.62704613095,2458.8076171875,218800,2188001,1001,0.0,,0.0,C
2188002000,77.66666666666666,44154.892717633935,2562.269287109375,218800,2188002,2000,0.0,,0.0,C
2690002010,51.870588235294115,43862.55604810392,5249.15380859375,269000,2690002,2010,0.0,,0.0,A
2214021006,74.00000000000001,44247.616699218735,2497.34619140625,221402,2214021,1006,0.0,,0.0,C
2060501028,93.43478260869564,45047.34016927083,962.8461303710936,206050,2060501,1028,0.0,,0.0,D
7018014000,88.027027027027,44588.4928102355,2200.0,701801,7018014,4000,0.0,,0.0,D
7018011017,89.26666666666667,45145.377915933095,2279.84619140625,701801,7018011,1017,0.0,,0.0,D
2717022000,65.42857142857144,43470.317522321435,3453.1923828125,271702,2717022,2000,0.0,,0.0,B
5336011001,65.16666666666667,44819.13988597973,2324.1923828125,533601,5336011,1001,0.0,,0.0,C
5014002005,84.62204724409446,44382.826098449244,3433.8846435546875,501400,5014002,2005,0.0,,0.0,
5014002005,84.62204724409446,44382.826098449244,3433.8846435546875,501400,5014002,2005,0.0,,0.0,B
5337031008,63.92,44720.785156249985,2358.96142578125,533703,5337031,1008,0.0,,0.0,C
5010023017,61.0,44043.454545454544,3772.576904296875,501002,5010023,3017,0.0,,0.0,B
5010022025,58.625,44374.375,4085.0,501002,5010022,2025,0.0,,0.0,B
2349011001,71.04444444444444,44226.51410590278,2250.46142578125,234901,2349011,1001,0.0,,0.0,C
9800161175,88.27860696517416,45197.55785634567,964.0384521484376,980016,9800161,1175,0.0,,0.0,C
9800161174,87.16580310880829,45176.62703203914,1114.326904296875,980016,9800161,1174,0.0,,0.0,C
5327001011,74.77272727272727,44417.59733072917,2334.269287109375,532700,5327001,1011,0.0,,0.0,D
5334031010,73.74074074074073,45532.281850961524,2403.923095703125,533403,5334031,1010,0.0,,0.0,C
9800161176,90.43661971830988,45775.605614505585,1472.076904296875,980016,9800161,1176,0.0,,0.0,C
5004023006,62.068965517241395,44414.45406788793,3001.96142578125,500402,5004023,3006,0.0,,0.0,C
5006005012,60.395348837209305,44463.08880208332,2688.5,500600,5006005,5012,0.0,,0.0,C
5006005012,60.395348837209305,44463.08880208332,2688.5,500600,5006005,5012,0.0,,0.0,D
2343011009,83.97142857142858,43977.297086148654,2970.884521484375,234301,2343011,1009,0.0,,0.0,B
2316012003,64.50000000000001,44221.79134114584,2746.576904296875,231601,2316012,2003,0.0,,0.0,C
2315001010,65.77777777777779,44349.444589120365,2849.923095703125,231500,2315001,1010,0.0,,0.0,C
7028022001,67.57575757575758,44274.05367943548,3190.230712890625,702802,7028022,2001,0.0,,0.0,C
2714003016,66.76190476190476,44822.49177631579,4144.5771484375,271400,2714003,3016,0.0,,0.0,C
5006004004,59.64516129032257,44481.70167590726,2907.423095703125,500600,5006004,4004,0.0,,0.0,C
5320012018,84.51724137931035,44889.69182087989,2060.423095703125,532001,5320012,2018,0.0,,0.0,B
5015011003,43.43478260869567,43884.2309366862,5147.038330078125,501501,5015011,1003,2.66492263e-07,63036.31310704991,0.009319707951396,B
2324021001,63.46875,44641.541748046875,2934.3076171875,232402,2324021,1001,0.0,,0.0,C
5322002002,89.94366197183096,45810.564285714296,1092.1154174804688,532200,5322002,2002,0.0,,0.0,B
2352022001,67.9285714285714,44258.434678819445,2444.34619140625,235202,2352022,2001,0.0,,0.0,B
2352022001,67.9285714285714,44258.434678819445,2444.34619140625,235202,2352022,2001,0.0,,0.0,C
2352022001,67.9285714285714,44258.434678819445,2444.34619140625,235202,2352022,2001,0.0,,0.0,D
6013031001,74.764705882353,45386.54208333334,2669.65380859375,601303,6013031,1001,0.0,,0.0,D
6013032001,79.03921568627452,45686.45442708333,2579.53857421875,601303,6013032,2001,0.0,,0.0,D
2377101000,80.23076923076925,44405.10175304877,2542.269287109375,237710,2377101,1000,0.0,,0.0,C
5348031000,84.67307692307693,44800.194498697914,1860.65380859375,534803,5348031,1000,0.0,,0.0,C
5349003005,77.26530612244898,44709.07787566489,2340.076904296875,534900,5349003,3005,0.0,,0.0,D
5350021002,89.07692307692307,44737.81410092211,2311.1923828125,535002,5350021,1002,0.0,,0.0,D
2395013000,83.0,44412.32666015625,1914.2692871093752,239501,2395013,3000,0.0,,0.0,C
2396011000,81.41025641025642,44491.06263950891,2217.269287109375,239601,2396011,1000,0.0,,0.0,C
2396012000,80.51785714285712,44448.869855182944,2178.269287109375,239601,2396012,2000,0.0,,0.0,C
5336033002,63.86407766990295,45175.36570843447,2416.96142578125,533603,5336033,3002,0.0,,0.0,C
6014013000,79.43333333333334,45368.41666666667,2841.84619140625,601401,6014013,3000,0.0,,0.0,C
6014011005,73.08571428571427,45469.944310897445,2258.96142578125,601401,6014011,1005,0.0,,0.0,C
6012111008,84.6111111111111,44940.16183035715,2036.9615478515625,601211,6012111,1008,0.0,,0.0,C
2382001015,57.500000000000014,44514.25520833333,2464.8076171875,238200,2382001,1015,0.0,,0.0,B
6010012001,77.14285714285714,44494.82366071429,2742.615478515625,601001,6010012,2001,0.0,,0.0,C
2381001010,67.66666666666667,44452.53980654762,2719.8076171875,238100,2381001,1010,0.0,,0.0,B
2381004011,58.785714285714285,44379.3089657738,2828.0,238100,2381004,4011,0.0,,0.0,B
2381004010,59.642857142857146,44514.2146577381,2826.3076171875,238100,2381004,4010,0.0,,0.0,B
2742022000,24.28571428571427,43875.82947678121,986.7692464192709,274202,2742022,2000,0.0,,0.0,D
2042002012,74.0,45006.47600446428,1990.5769042968752,204200,2042002,2012,0.0,,0.0,D
2395021007,69.89999999999998,44494.44427083332,2591.884521484375,239502,2395021,1007,0.0,,0.0,C
7009023024,71.58333333333333,43817.610677083336,3571.230712890625,700902,7009023,3024,0.0,,0.0,C
2691003005,78.25,43766.16640625,3525.576904296875,269100,2691003,3005,0.0,,0.0,B
2691003005,78.25,43766.16640625,3525.576904296875,269100,2691003,3005,0.0,,0.0,C
2643052016,66.92857142857143,44683.466796875,6440.4228515625,264305,2643052,2016,0.0,,0.0,C
5717011015,52.78787878787878,44942.79400275735,2469.576904296875,571701,5717011,1015,0.0,,0.0,C
5702032005,85.46644295302016,45397.60709299831,1706.75,570203,5702032,2005,0.0,,0.0,C
2947012002,69.0943396226415,45157.682692307695,2539.269287109375,294701,2947012,2002,0.0,,0.0,D
2781022023,44.66666666666666,43737.21437156593,954.3461303710936,278102,2781022,2023,0.0,,0.0,B
3016012014,75.84745762711866,44230.51890120967,2704.576904296875,301601,3016012,2014,0.0,,0.0,B
3016012014,75.84745762711866,44230.51890120967,2704.576904296875,301601,3016012,2014,0.0,,0.0,C
4625001012,48.38095238095239,43948.08686755953,4534.26904296875,462500,4625001,1012,0.0,,0.0,B
4631034007,65.36956521739131,44408.40533088235,3337.5,463103,4631034,4007,0.0,,0.0,C
2371014001,89.66071428571429,44529.41371372768,2319.576904296875,237101,2371014,4001,0.0,,0.0,C
2400201007,62.035714285714285,44283.4998139881,2750.730712890625,240020,2400201,1007,0.0,,0.0,C
5352002002,65.05555555555553,44360.12500000001,2886.15380859375,535200,5352002,2002,0.0,,0.0,D
5356052005,68.11428571428571,44819.72366071429,2860.15380859375,535605,5356052,2005,0.0,,0.0,B
6513045002,59.69444444444443,44183.21386718751,3402.3076171875,651304,6513045,5002,0.0,,0.0,A
4822012001,68.70370370370371,44216.57756696429,3265.115478515625,482201,4822012,2001,0.0,,0.0,C
3006023017,45.29770992366412,43712.68265624999,5314.5771484375,300602,3006023,3017,0.0,,0.0,C
3101004002,0.806941431670282,42884.69597355768,6118.9039306640625,310100,3101004,4002,2.25445403e-07,6382.080302485887,0.964580620797331,A
1897021000,68.46153846153847,43784.95620888159,4950.0,189702,1897021,1000,0.0,,0.0,B
1897021000,68.46153846153847,43784.95620888159,4950.0,189702,1897021,1000,0.0,,0.0,D
6704182000,33.521212121212145,44188.06094539144,5970.1923828125,670418,6704182,2000,4.17778729e-07,80259.48727780866,0.026072017879149,A
5407002015,59.08045977011496,44830.04162016368,3174.384521484375,540700,5407002,2015,0.0,,0.0,D
3203003001,65.46666666666667,44768.03100585938,3179.269287109375,320300,3203003,3001,0.0,,0.0,D
3007022000,0.042735042735043,42989.841051203955,6235.532043457031,300702,3007022,2000,3.2787003e-08,6017.803710584066,0.998529462393091,A
5357012003,65.25000000000001,44664.29137073864,2680.230712890625,535701,5357012,2003,0.0,,0.0,B
5357012003,65.25000000000001,44664.29137073864,2680.230712890625,535701,5357012,2003,0.0,,0.0,C
5356031005,75.2962962962963,44988.481481481474,2580.15380859375,535603,5356031,1005,0.0,,0.0,B
5358031002,62.81481481481482,44642.03987068966,2860.769287109375,535803,5358031,1002,0.0,,0.0,B
3114001001,86.0,44306.083984375,3879.076904296875,311400,3114001,1001,0.0,,0.0,C
3108001011,82.73750000000003,44921.43129882813,2313.615478515625,310800,3108001,1011,0.0,,0.0,B
1032012000,27.643404255319115,44819.51596829677,4927.774832589285,103201,1032012,2000,0.0,,0.0,C
3022013014,80.08333333333333,44272.83342633928,1710.230712890625,302201,3022013,3014,0.0,,0.0,
3021031002,68.45238095238099,44270.92604166667,2487.8076171875,302103,3021031,1002,0.0,,0.0,C
3019011003,76.70833333333334,43571.113002232145,2281.615478515625,301901,3019011,1003,0.0,,0.0,C
3115001001,65.4,44144.37509765624,3900.923095703125,311500,3115001,1001,0.0,,0.0,B
3115001001,65.4,44144.37509765624,3900.923095703125,311500,3115001,1001,0.0,,0.0,C
4089002007,61.40661938534279,44332.92795548348,2877.6538696289062,408900,4089002,2007,0.0,,0.0,C
3005012012,52.900000000000006,45039.93495244566,3749.884521484375,300501,3005012,2012,0.0,,0.0,C
3006012009,53.472222222222214,44038.953776041664,6172.3076171875,300601,3006012,2009,0.0,,0.0,C
5310003026,63.35555555555555,44216.61669921874,2833.0,531000,5310003,3026,0.0,,0.0,D
2409021002,70.44761904761904,44634.60858992036,3072.2691650390625,240902,2409021,1002,0.0,,0.0,C
2409022009,66.07142857142857,45460.66685267857,3174.1923828125,240902,2409022,2009,0.0,,0.0,C
4306001009,39.25563909774434,43492.9482638889,5677.65380859375,430600,4306001,1009,0.0,,0.0,A
1863022003,36.292576419213965,43787.07103650326,4706.6025390625,186302,1863022,2003,0.0,,0.0,B
1863022003,36.292576419213965,43787.07103650326,4706.6025390625,186302,1863022,2003,0.0,,0.0,C
1892011003,74.20454545454545,44545.968149038454,3588.34619140625,189201,1892011,1003,0.0,,0.0,C
2755004001,63.872,44804.13098744877,3043.269287109375,275500,2755004,4001,0.0,,0.0,C
7025012000,60.26373626373624,44404.01256793476,3913.8461914062495,702501,7025012,2000,0.0,,0.0,C
3008004001,40.99999999999999,43567.67370854592,5317.0771484375,300800,3008004,4001,0.0,,0.0,B
3008004001,40.99999999999999,43567.67370854592,5317.0771484375,300800,3008004,4001,0.0,,0.0,C
7024005010,74.44444444444446,44140.78627232143,2699.576904296875,702400,7024005,5010,0.0,,0.0,D
7024001016,70.0222222222222,44560.41299715909,2433.423095703125,702400,7024001,1016,0.0,,0.0,C
7028012004,75.1931818181818,43919.27209051723,2710.384521484375,702801,7028012,2004,0.0,,0.0,D
7028021007,69.00000000000001,44823.750837053565,3207.884521484375,702802,7028021,1007,0.0,,0.0,C
1871022014,64.94642857142854,44159.86821546053,3098.769287109375,187102,1871022,2014,0.0,,0.0,C
5020042013,54.85714285714286,44090.297712053565,2900.423095703125,502004,5020042,2013,0.0,,0.0,D
5020031010,71.5,44131.583984375,3721.115478515625,502003,5020031,1010,0.0,,0.0,D
5018023009,61.10638297872341,43871.93577223558,3906.423095703125,501802,5018023,3009,0.0,,0.0,
5018023009,61.10638297872341,43871.93577223558,3906.423095703125,501802,5018023,3009,0.0,,0.0,C
5018023009,61.10638297872341,43871.93577223558,3906.423095703125,501802,5018023,3009,0.0,,0.0,D
5538022010,81.91666666666667,44703.24967447917,2972.1923828125,553802,5538022,2010,0.0,,0.0,C
6703281001,42.980132450331126,42275.03502338436,3267.076904296875,670328,6703281,1001,0.0,,0.0,A
6704131000,43.458064516129035,42158.23936987705,4212.7020263671875,670413,6704131,1000,0.0,,0.0,A
2948102000,70.4,45559.59505208333,2204.576904296875,294810,2948102,2000,0.0,,0.0,D
5335011002,82.77777777777777,45170.16629464286,1685.6153564453125,533501,5335011,1002,0.0,,0.0,C
2407004012,62.095238095238095,44460.7537202381,2933.34619140625,240700,2407004,4012,0.0,,0.0,C
6011003002,87.41025641025638,44886.04986979166,2372.076904296875,601100,6011003,3002,0.0,,0.0,C
4605013002,34.462765957446805,43417.354887654976,6392.0771484375,460501,4605013,3002,0.0,,0.0,B
3007014006,5.296068012752388,42627.397765671616,7335.876395089286,300701,3007014,4006,2.1971106e-08,4716.5284505791715,0.848302973312036,C
4601014001,34.046875,43369.15676700368,5895.76904296875,460101,4601014,4001,0.0,,0.0,A
4601014001,34.046875,43369.15676700368,5895.76904296875,460101,4601014,4001,0.0,,0.0,B
3009011010,21.840909090909086,42812.35160542582,5977.96142578125,300901,3009011,1010,2.281610816e-06,27061.082683550136,0.181501868066053,B
3007015007,34.572222222222194,43665.36177884616,5862.0771484375,300701,3007015,5007,0.0,,0.0,B
3014001000,19.880597014925375,43588.27946022728,5086.9423828125,301400,3014001,1000,3.78409574e-07,6387.867427179543,0.486901980076251,A
4317014007,55.92857142857142,44171.7978219697,3867.8076171875,431701,4317014,4007,0.0,,0.0,C
1896002002,60.684210526315795,43675.485128837725,4812.4228515625,189600,1896002,2002,0.0,,0.0,B
1896002002,60.684210526315795,43675.485128837725,4812.4228515625,189600,1896002,2002,0.0,,0.0,D
4642004012,40.44999999999999,43896.5251953125,5248.384765625,464200,4642004,4012,0.0,,0.0,A
4013113000,71.3,44717.49951171874,3873.8076171875,401311,4013113,3000,0.0,,0.0,D
1836201013,62.35714285714286,44202.12800480769,3568.65380859375,183620,1836201,1013,0.0,,0.0,C
2691001002,57.41666666666667,44164.520507812485,3494.3076171875,269100,2691001,1002,0.0,,0.0,C
2640003000,43.56880733944955,44039.76454988531,5743.9423828125,264000,2640003,3000,0.0,,0.0,B
2640003000,43.56880733944955,44039.76454988531,5743.9423828125,264000,2640003,3000,0.0,,0.0,C
5308022017,60.34782608695652,44194.625195312496,3631.769287109375,530802,5308022,2017,0.0,,0.0,D
4821021002,60.19780219780218,44424.65746527778,3614.5,482102,4821021,1002,0.0,,0.0,C
2671012006,57.80952380952381,44232.594259510865,3252.730712890625,267101,2671012,2006,0.0,,0.0,B
2671012010,56.05,44382.98190789473,3837.4614257812495,267101,2671012,2010,0.0,,0.0,B
4825213007,58.672897196261694,45338.269416360294,3425.730712890625,482521,4825213,3007,0.0,,0.0,D
2037201003,75.04000000000002,44498.59312500001,2223.84619140625,203720,2037201,1003,0.0,,0.0,D
2679022003,59.51851851851852,44459.94444444444,4005.9614257812495,267902,2679022,2003,0.0,,0.0,B
4333042005,71.264705882353,44439.413100090576,2385.6923828125,433304,4333042,2005,0.0,,0.0,C
2060532005,75.38461538461537,44572.11474609376,2315.115478515625,206053,2060532,2005,0.0,,0.0,D
4333072000,62.626865671641795,45074.80346315297,2947.03857421875,433307,4333072,2000,0.0,,0.0,C
4818002000,52.75675675675675,44460.57866753473,3293.53857421875,481800,4818002,2000,0.0,,0.0,C
4817112001,67.46153846153844,44434.05553886217,2558.15380859375,481711,4817112,2001,0.0,,0.0,C
2017001003,59.55677655677652,44256.96823010345,3088.1410319010415,201700,2017001,1003,0.0,,0.0,C
4824011010,50.03125000000001,44543.60959821429,2910.730712890625,482401,4824011,1010,0.0,,0.0,C
5335011008,68.99999999999999,44867.90392127405,2215.730712890625,533501,5335011,1008,0.0,,0.0,C
5015032002,47.5,43597.654575892855,4304.5771484375,501503,5015032,2002,0.0,,0.0,C
5508011012,58.21621621621621,44687.29988839287,4187.384765625,550801,5508011,1012,0.0,,0.0,B
6016001001,62.65306122448978,45386.465344551274,2438.615478515625,601600,6016001,1001,0.0,,0.0,C
6039011000,68.43333333333334,45147.27549913196,2214.1923828125,603901,6039011,1000,0.0,,0.0,D
5703041000,82.23809523809526,44775.047619047626,2776.1923828125,570304,5703041,1000,0.0,,0.0,C
5703043005,66.29411764705883,45503.26074218751,2990.15380859375,570304,5703043,3005,0.0,,0.0,C
2379004001,74.03571428571428,44204.420572916664,2532.923095703125,237900,2379004,4001,0.0,,0.0,C
5021003006,58.37777777777777,44262.70921148256,3977.4614257812495,502100,5021003,3006,0.0,,0.0,B
2383102003,68.27692307692308,44390.96142578125,2227.5960693359375,238310,2383102,2003,0.0,,0.0,C
6703282005,35.490566037735874,41079.21560968137,3861.576904296875,670328,6703282,2005,0.0,,0.0,A
6036002006,60.8,45574.0,2874.384521484375,603600,6036002,2006,0.0,,0.0,D
6036002009,60.166666666666664,45410.60400390626,2743.84619140625,603600,6036002,2009,0.0,,0.0,D
4601015011,31.500000000000007,43161.92386239035,5652.73095703125,460101,4601015,5011,0.0,,0.0,A
4610003000,48.0,43927.75552083334,4922.15380859375,461000,4610003,3000,0.0,,0.0,C
3016014006,59.83333333333333,44574.1251953125,2501.6923828125,301601,3016014,4006,0.0,,0.0,C
5352001014,60.87500000000001,44746.68066406249,2771.384521484375,535200,5352001,1014,0.0,,0.0,D
7020021014,76.56818181818181,44690.67423691861,1320.576904296875,702002,7020021,1014,0.0,,0.0,
4013113013,57.211538461538446,44565.878669507576,3547.03857421875,401311,4013113,3013,0.0,,0.0,D
4605021006,37.70967741935484,44256.00452302632,5714.26904296875,460502,4605021,1006,0.0,,0.0,B
7010005004,62.17948717948713,44094.1776213843,5041.03857421875,701000,7010005,5004,0.0,,0.0,C
5303011000,85.12499999999999,44465.48707932693,2423.576904296875,530301,5303011,1000,0.0,,0.0,B
5303011000,85.12499999999999,44465.48707932693,2423.576904296875,530301,5303011,1000,0.0,,0.0,C
5776041019,68.51052631578946,43058.265098769414,1812.9615478515625,577604,5776041,1019,0.0,,0.0,B
5520021001,83.08791208791207,44893.96294981062,2583.84619140625,552002,5520021,1001,0.0,,0.0,C
5361043013,82.82352941176471,44687.28689236111,3335.6923828125,536104,5361043,3013,0.0,,0.0,C
5014002016,65.3,44163.083203125,2870.03857421875,501400,5014002,2016,0.0,,0.0,D
5018032002,72.41666666666667,44626.94433593751,2739.1923828125,501803,5018032,2002,0.0,,0.0,D
5015034003,65.92857142857143,44199.667317708336,3544.46142578125,501503,5015034,4003,0.0,,0.0,C
7023002010,56.869565217391305,44672.014775815216,3895.4614257812495,702300,7023002,2010,0.0,,0.0,C
2317203002,73.54761904761905,44420.22205528846,2101.09619140625,231720,2317203,3002,0.0,,0.0,C
2317103002,76.5,44353.78042763159,2449.96142578125,231710,2317103,3002,0.0,,0.0,C
2315002008,61.7,44294.200097656256,2954.03857421875,231500,2315002,2008,0.0,,0.0,C
2316021004,67.60714285714285,44314.55315290179,2714.423095703125,231602,2316021,1004,0.0,,0.0,C
5004021010,64.68181818181816,44477.87127130682,3094.730712890625,500402,5004021,1010,0.0,,0.0,C
2343022006,61.6,43671.011458333334,2860.230712890625,234302,2343022,2006,0.0,,0.0,B
2318002000,76.19047619047619,44571.70472756411,2086.076904296875,231800,2318002,2000,0.0,,0.0,C
2318002000,76.19047619047619,44571.70472756411,2086.076904296875,231800,2318002,2000,0.0,,0.0,D
2318002001,84.52380952380952,44296.319754464275,1906.5769042968752,231800,2318002,2001,0.0,,0.0,C
5321012000,78.01333333333338,44889.52248733109,2409.3076171875,532101,5321012,2000,0.0,,0.0,C
2285001001,69.36666666666666,44454.91679687502,2631.230712890625,228500,2285001,1001,0.0,,0.0,D
2282202002,68.38095238095237,44700.54166666667,2313.615478515625,228220,2282202,2002,0.0,,0.0,D
2282203003,75.23076923076923,44543.54697516026,2375.730712890625,228220,2282203,3003,0.0,,0.0,D
2345012013,65.19696969696967,44084.70417232788,3128.769287109375,234501,2345012,2013,0.0,,0.0,B
7028031007,81.41935483870967,44779.38037109376,2948.53857421875,702803,7028031,1007,0.0,,0.0,C
7032003013,60.22222222222222,43896.428850446435,3454.1923828125,703200,7032003,3013,0.0,,0.0,B
2732003007,81.79411764705883,44996.09497767858,3429.269287109375,273200,2732003,3007,0.0,,0.0,D
2319011003,71.16666666666666,44316.60266426281,2321.46142578125,231901,2319011,1003,0.0,,0.0,C
2319011003,71.16666666666666,44316.60266426281,2321.46142578125,231901,2319011,1003,0.0,,0.0,D
2751011018,60.3,45027.43893914473,3207.53857421875,275101,2751011,1018,0.0,,0.0,C
2292001005,71.92,44521.54017857143,2642.423095703125,229200,2292001,1005,0.0,,0.0,D
2293001003,44.678571428571416,44198.03841861265,2644.230712890625,229300,2293001,1003,0.0,,0.0,D
6012021004,63.769230769230774,44651.52564102563,2681.96142578125,601202,6012021,1004,0.0,,0.0,C
6007021001,55.20512820512821,44296.01066080729,3251.65380859375,600702,6007021,1001,0.0,,0.0,B
6011001003,80.82222222222224,45524.914756944454,2275.1923828125,601100,6011001,1003,0.0,,0.0,C
6014021010,65.36363636363636,45053.844866071435,2777.423095703125,601402,6014021,1010,0.0,,0.0,C
2412022006,79.38095238095242,44742.91276041667,2577.0,241202,2412022,2006,0.0,,0.0,B
2412022006,79.38095238095242,44742.91276041667,2577.0,241202,2412022,2006,0.0,,0.0,C
6042003003,62.76785714285715,45023.42857142857,2887.384521484375,604200,6042003,3003,0.0,,0.0,D
2395023003,63.39285714285714,44364.768229166664,2646.423095703125,239502,2395023,3003,0.0,,0.0,C
5018023003,54.5,43545.83300781249,3892.3076171875,501802,5018023,3003,0.0,,0.0,C
5018041011,54.39130434782609,43891.801897321435,3581.65380859375,501804,5018041,1011,0.0,,0.0,
5018041011,54.39130434782609,43891.801897321435,3581.65380859375,501804,5018041,1011,0.0,,0.0,D
6008014007,59.111111111111114,44396.08695652174,2929.34619140625,600801,6008014,4007,0.0,,0.0,A
2352023009,60.22222222222223,44204.69828869047,4640.8076171875,235202,2352023,3009,0.0,,0.0,A
5351014005,67.21428571428572,44456.92247596154,2491.576904296875,535101,5351014,4005,0.0,,0.0,D
2379003011,59.95238095238096,44277.02385602678,2818.269287109375,237900,2379003,3011,0.0,,0.0,B
5348032003,68.87755102040813,44947.47769097222,2239.53857421875,534803,5348032,2003,0.0,,0.0,C
