CTCB20,FctImp,LST,NDVI,CT20,BG20,CB20,PatchDensity,LandscapeShapeIndex,PerCoverGreen,grade
4320023012,55.68000000000001,44508.174479166664,3171.423095703125,432002,4320023,3012,0.0,,0.0,C
4804003004,55.21052631578947,44344.0875,4588.34619140625,480400,4804003,3004,0.0,,0.0,C
1901012000,74.91304347826086,44720.05791440217,4140.115234375,190101,1901012,2000,0.0,,0.0,
1901012000,74.91304347826086,44720.05791440217,4140.115234375,190101,1901012,2000,0.0,,0.0,B
1851012012,31.42307692307692,43382.28307291667,5495.53857421875,185101,1851012,2012,0.0,,0.0,B
4016022000,46.86046511627906,44431.48955078125,4673.65380859375,401602,4016022,2000,0.0,,0.0,C
4807043000,72.05000000000003,44052.95410156249,4265.5771484375,480704,4807043,3000,0.0,,0.0,B
2013023001,43.4864864864865,43803.662056587826,4493.6923828125,201302,2013023,3001,0.0,,0.0,C
7007002000,42.86666666666668,43011.45333059208,5856.884765625,700700,7007002,2000,0.0,,0.0,A
4810013003,59.1578947368421,44425.23567708333,2856.230712890625,481001,4810013,3003,0.0,,0.0,B
4810013003,59.1578947368421,44425.23567708333,2856.230712890625,481001,4810013,3003,0.0,,0.0,C
4022002012,34.30882352941177,43914.99064700703,4749.96142578125,402200,4022002,2012,0.0,,0.0,A
4820011005,56.78888888888888,44545.62668034215,3584.0384521484375,482001,4820011,1005,0.0,,0.0,A
2080011011,82.91836734693875,44353.68041992186,2776.0,208001,2080011,1011,0.0,,0.0,C
2080011011,82.91836734693875,44353.68041992186,2776.0,208001,2080011,1011,0.0,,0.0,D
2657011015,64.62499999999999,43881.96350097657,4149.03857421875,265701,2657011,1015,0.0,,0.0,A
4821013005,51.419354838709666,43863.79759615384,3641.3076171875,482101,4821013,3005,0.0,,0.0,A
2161001006,58.041666666666664,43511.576334635414,3376.8076171875,216100,2161001,1006,0.0,,0.0,B
2162011001,64.25,43582.091601562504,2787.5,216201,2162011,1001,0.0,,0.0,B
2031002002,61.76190476190476,44338.55561755953,3258.884521484375,203100,2031002,2002,0.0,,0.0,D
2089042002,81.76470588235294,44894.14550781249,2095.730712890625,208904,2089042,2002,0.0,,0.0,C
4809031004,63.66666666666667,44460.19065020159,2453.6923828125,480903,4809031,1004,0.0,,0.0,B
4809031004,63.66666666666667,44460.19065020159,2453.6923828125,480903,4809031,1004,0.0,,0.0,C
7007002032,39.58333333333333,43071.82868303571,6005.5,700700,7007002,2032,0.0,,0.0,A
4326011004,64.62295081967216,44575.18865266394,3262.576904296875,432601,4326011,1004,0.0,,0.0,C
4327002001,58.72222222222224,44502.75110035212,2950.269287109375,432700,4327002,2001,0.0,,0.0,C
4327002001,58.72222222222224,44502.75110035212,2950.269287109375,432700,4327002,2001,0.0,,0.0,D
4022002007,28.10126582278482,43435.45444277107,5168.53857421875,402200,4022002,2007,0.0,,0.0,A
4022003019,31.72670807453416,43596.57581380208,5598.5384765625,402200,4022003,3019,0.0,,0.0,A
4809031001,69.33333333333334,44577.5316220238,2443.34619140625,480903,4809031,1001,0.0,,0.0,C
4047021000,54.16981132075474,44501.7992642597,2902.53857421875,404702,4047021,1000,0.0,,0.0,D
4815002000,83.94999999999999,44788.061774553586,3524.615478515625,481500,4815002,2000,0.0,,0.0,C
4808041012,41.89062500000001,43829.57435661765,4249.884765625,480804,4808041,1012,0.0,,0.0,B
4808041012,41.89062500000001,43829.57435661765,4249.884765625,480804,4808041,1012,0.0,,0.0,C
4325012011,54.13580246913579,44387.94594726563,3122.230712890625,432501,4325012,2011,0.0,,0.0,C
1912012003,79.73333333333333,45259.09440104167,2197.53857421875,191201,1912012,2003,0.0,,0.0,C
4808021000,87.04347826086956,45137.42829241071,2029.2307128906248,480802,4808021,1000,0.0,,0.0,D
4324012002,55.111111111111114,44625.83674823114,3056.423095703125,432401,4324012,2002,0.0,,0.0,C
1914101003,81.62500000000001,44929.76025390625,1992.0384521484375,191410,1914101,1003,0.0,,0.0,D
7007001015,34.293706293706315,43101.81619220893,6197.1923828125,700700,7007001,1015,0.0,,0.0,A
4814012000,56.66666666666666,44586.217221467385,3661.6538085937505,481401,4814012,2000,0.0,,0.0,C
4814043001,55.04761904761904,44856.39417613636,3383.384521484375,481404,4814043,3001,0.0,,0.0,C
4814043001,55.04761904761904,44856.39417613636,3383.384521484375,481404,4814043,3001,0.0,,0.0,D
1916101001,74.0,45598.216796875,2128.884521484375,191610,1916101,1001,0.0,,0.0,C
7006005003,36.65277777777776,42785.46704445422,5931.96142578125,700600,7006005,5003,0.0,,0.0,A
7006003001,45.69354838709676,43297.96292162699,5472.4228515625,700600,7006003,3001,0.0,,0.0,A
2128003000,64.36842105263159,43711.06540890959,3984.884521484375,212800,2128003,3000,0.0,,0.0,B
2161002001,59.8,43542.98490767044,3897.8076171875,216100,2161002,2001,0.0,,0.0,B
2170012000,79.61290322580646,43829.520833333336,2853.884521484375,217001,2170012,2000,0.0,,0.0,B
2170012000,79.61290322580646,43829.520833333336,2853.884521484375,217001,2170012,2000,0.0,,0.0,C
4028041002,59.51327433628318,44631.682486979174,3658.730712890625,402804,4028041,1002,0.0,,0.0,C
2044201001,83.33333333333334,44488.055397727265,2053.1923828125,204420,2044201,1001,0.0,,0.0,D
2181101002,76.42222222222222,43977.9592013889,3140.423095703125,218110,2181101,1002,0.0,,0.0,C
2623032000,35.049861495844915,43568.427144144895,6305.96142578125,262303,2623032,2000,0.0,,0.0,A
2623032000,35.049861495844915,43568.427144144895,6305.96142578125,262303,2623032,2000,0.0,,0.0,B
4823032001,62.17857142857141,44511.71039663462,2506.0,482303,4823032,2001,0.0,,0.0,C
4817131003,72.54945054945054,44692.628232758645,2844.923095703125,481713,4817131,1003,0.0,,0.0,C
7008013038,89.59259259259261,43707.8975360577,4352.1923828125,700801,7008013,3038,0.0,,0.0,
4817132001,58.99999999999999,44307.924609375,2609.84619140625,481713,4817132,2001,0.0,,0.0,B
4817132001,58.99999999999999,44307.924609375,2609.84619140625,481713,4817132,2001,0.0,,0.0,C
4817131000,56.89999999999999,44563.316601562496,2672.576904296875,481713,4817131,1000,0.0,,0.0,B
4817131000,56.89999999999999,44563.316601562496,2672.576904296875,481713,4817131,1000,0.0,,0.0,C
2654102008,54.14285714285715,44481.76990327381,5281.4228515625,265410,2654102,2008,0.0,,0.0,C
7008013034,91.35714285714288,43902.45172991072,3406.384521484375,700801,7008013,3034,0.0,,0.0,
4824011013,57.21428571428573,44538.33312988281,2798.423095703125,482401,4824011,1013,0.0,,0.0,C
4817121002,59.68333333333333,44292.36302083334,2927.4422607421875,481712,4817121,1002,0.0,,0.0,C
4817122002,64.25454545454546,44374.85667067308,2592.03857421875,481712,4817122,2002,0.0,,0.0,C
4027051003,53.59649122807018,44868.89128832548,3740.8461914062495,402705,4027051,1003,0.0,,0.0,B
4823033010,62.44166666666668,44580.132139008616,2743.15380859375,482303,4823033,3010,0.0,,0.0,C
4823033007,62.36363636363636,44610.12258731619,2637.769287109375,482303,4823033,3007,0.0,,0.0,C
4823032004,57.38095238095239,44558.11868990383,2746.34619140625,482303,4823032,2004,0.0,,0.0,C
4011023002,67.38679245283019,44861.0456814236,3043.423095703125,401102,4011023,3002,0.0,,0.0,D
3010004000,63.307692307692314,43713.110677083336,4280.6923828125,301000,3010004,4000,0.0,,0.0,B
5331032004,86.3898305084746,45111.59016927083,2079.34619140625,533103,5331032,2004,0.0,,0.0,D
3007015001,24.19402985074627,43239.69207175923,5859.41015625,300701,3007015,5001,0.0,,0.0,B
3007015001,24.19402985074627,43239.69207175923,5859.41015625,300701,3007015,5001,0.0,,0.0,C
4605021007,44.833333333333336,44512.78627232143,5066.26904296875,460502,4605021,1007,0.0,,0.0,B
3007021006,35.10843373493976,43316.56221762047,4710.84619140625,300702,3007021,1006,0.0,,0.0,A
4606012005,26.251101321585896,43466.91772358789,6211.9423828125,460601,4606012,2005,0.0,,0.0,B
4605021005,39.941176470588225,43780.06537224265,5624.0771484375,460502,4605021,1005,0.0,,0.0,B
4605022000,38.93478260869567,43761.21763037421,5750.0,460502,4605022,2000,0.0,,0.0,B
3006022016,52.91666666666667,43532.60742187499,5527.46142578125,300602,3006022,2016,0.0,,0.0,B
3006022016,52.91666666666667,43532.60742187499,5527.46142578125,300602,3006022,2016,0.0,,0.0,C
4617002011,40.48648648648648,43088.05078125,6081.15380859375,461700,4617002,2011,0.0,,0.0,B
4617002011,40.48648648648648,43088.05078125,6081.15380859375,461700,4617002,2011,0.0,,0.0,D
2015011002,67.33333333333333,44120.29199218751,4389.84619140625,201501,2015011,1002,0.0,,0.0,C
4303011013,42.30434782608695,43880.51640625,5651.73095703125,430301,4303011,1013,0.0,,0.0,B
4303011013,42.30434782608695,43880.51640625,5651.73095703125,430301,4303011,1013,0.0,,0.0,C
4616004014,66.16666666666667,43770.00863486841,4715.5771484375,461600,4616004,4014,0.0,,0.0,D
3009014002,15.961538461538476,43119.22549616993,4977.1923828125,300901,3009014,4002,2.859286e-07,9155.50575813616,0.447302204557802,B
4621002005,50.5357142857143,44043.37917564656,5059.34619140625,462100,4621002,2005,0.0,,0.0,C
4305022002,61.85416666666667,44404.8482638889,4679.0,430502,4305022,2002,0.0,,0.0,
4305022002,61.85416666666667,44404.8482638889,4679.0,430502,4305022,2002,0.0,,0.0,C
4617001011,20.076923076923077,43961.881535456734,4979.3076171875,461700,4617001,1011,0.0,,0.0,B
6017001004,66.05263157894737,45219.827256944445,2529.769287109375,601700,6017001,1004,0.0,,0.0,C
6001003012,73.93750000000001,45032.177001953125,2448.84619140625,600100,6001003,3012,0.0,,0.0,C
6042001004,76.28571428571429,45309.33333333333,2799.3076171875,604200,6042001,1004,0.0,,0.0,C
2405004015,62.666666666666664,44403.70399305555,2187.8076171875,240500,2405004,4015,0.0,,0.0,C
4641024000,39.15476190476189,43114.266956676125,6085.73095703125,464102,4641024,4000,0.0,,0.0,A
1891023001,75.24,44118.38359375,4690.73095703125,189102,1891023,3001,0.0,,0.0,C
6025131007,83.91320754716999,45653.66916764936,1693.0614990234376,602513,6025131,1007,0.0,,0.0,C
4805001003,41.28124999999999,43260.36270680146,5657.15380859375,480500,4805001,1003,0.0,,0.0,A
4805001003,41.28124999999999,43260.36270680146,5657.15380859375,480500,4805001,1003,0.0,,0.0,B
6007023001,86.65624999999996,45026.05517578124,2062.8076171875,600702,6007023,3001,0.0,,0.0,C
4319003001,57.37735849056605,44718.007922021025,3730.423095703125,431900,4319003,3001,0.0,,0.0,C
1032011002,50.1875,45122.34259375002,4110.23095703125,103201,1032011,1002,0.0,,0.0,C
4607003005,26.465517241379313,42525.61483028016,6849.6923828125,460700,4607003,3005,0.0,,0.0,A
3004003006,49.54166666666667,44476.48,4999.884765625,300400,3004003,3006,0.0,,0.0,C
4638002004,49.64999999999999,43596.152777777796,5413.615234375,463800,4638002,2004,0.0,,0.0,A
3008003001,21.89497716894977,42898.61145950113,5200.73095703125,300800,3008003,3001,1.39455003e-06,21143.109777273923,0.35666635674771,B
4634002015,35.942307692307686,43506.71875,5167.65380859375,463400,4634002,2015,0.0,,0.0,A
4607003007,23.871794871794872,42442.43174078526,6992.03857421875,460700,4607003,3007,1.295324985e-06,40957.94804413299,0.011947934205414,A
1862011001,64.61538461538461,44301.170156249995,3622.730712890625,186201,1862011,1001,0.0,,0.0,B
1862011001,64.61538461538461,44301.170156249995,3622.730712890625,186201,1862011,1001,0.0,,0.0,C
4601012015,30.301369863013697,43318.59087775734,5868.96142578125,460101,4601012,2015,0.0,,0.0,A
1891013002,70.13333333333333,44162.19433593751,3885.769287109375,189101,1891013,3002,0.0,,0.0,C
1871022013,65.71794871794872,44018.748987268526,3449.5,187102,1871022,2013,0.0,,0.0,C
1836202005,67.57894736842107,44235.90337171053,3480.96142578125,183620,1836202,2005,0.0,,0.0,C
4805004022,47.4390243902439,43647.94325657896,4846.34619140625,480500,4805004,4022,0.0,,0.0,B
4005011010,6.474766802200422,43283.62116011607,6313.421770368304,400501,4005011,1010,2.22908208e-07,52052.72301377751,0.769312124099899,C
2411203011,67.36363636363636,44934.77777777778,2208.8076171875,241120,2411203,3011,0.0,,0.0,C
2411203003,80.88888888888889,44659.333333333336,2281.5,241120,2411203,3003,0.0,,0.0,C
2411202005,63.0,44968.53689236111,2345.5,241120,2411202,2005,0.0,,0.0,C
1011102000,55.05263157894736,45333.02687499999,3996.3461914062495,101110,1011102,2000,0.0,,0.0,C
1034011000,67.09523809523812,45604.598188920456,3766.6538085937505,103401,1034011,1000,0.0,,0.0,C
1034011003,70.32352941176467,45141.970473345566,3812.730712890625,103401,1034011,1003,0.0,,0.0,C
1034011005,50.007812500000014,45299.97537231446,4054.8461914062495,103401,1034011,1005,0.0,,0.0,C
1011103005,54.238095238095234,45485.7023809524,4010.384521484375,101110,1011103,3005,0.0,,0.0,C
1031024001,53.07142857142857,45775.10360863095,3642.230712890625,103102,1031024,4001,0.0,,0.0,C
1032011009,62.481481481481474,45355.8439390121,4304.03857421875,103201,1032011,1009,0.0,,0.0,C
1043222006,64.4,44787.22924804686,2015.2307128906248,104322,1043222,2006,0.0,,0.0,D
1043211003,57.86666666666667,45185.020751953125,2621.03857421875,104321,1043211,1003,0.0,,0.0,D
3014004005,39.70312500000001,43822.92187500002,4678.76904296875,301400,3014004,4005,0.0,,0.0,A
3007011006,39.25581395348838,43409.87109375,6187.34619140625,300701,3007011,1006,0.0,,0.0,B
3007011006,39.25581395348838,43409.87109375,6187.34619140625,300701,3007011,1006,0.0,,0.0,C
3110003017,70.06521739130434,44451.24547132555,3222.826904296875,311000,3110003,3017,0.0,,0.0,C
3014004008,47.70588235294118,43845.43612132352,4559.0771484375,301400,3014004,4008,0.0,,0.0,A
3107042000,70.13043478260869,44274.64632161458,2677.884521484375,310704,3107042,2000,0.0,,0.0,B
3107042000,70.13043478260869,44274.64632161458,2677.884521484375,310704,3107042,2000,0.0,,0.0,C
4603021005,50.84482758620689,43929.833333333336,4966.115234375,460302,4603021,1005,0.0,,0.0,C
4603024000,47.20370370370371,43777.45688657409,4986.9228515625,460302,4603024,4000,0.0,,0.0,C
3105012005,87.28571428571428,44638.85824602602,1838.15380859375,310501,3105012,2005,0.0,,0.0,C
4602003011,34.599999999999994,43408.43740234374,6135.8076171875,460200,4602003,3011,0.0,,0.0,C
3003013003,44.01694915254237,44803.038235294094,4718.75,300301,3003013,3003,0.0,,0.0,C
1343031003,53.37499999999999,46005.60342261904,4234.6923828125,134303,1343031,1003,0.0,,0.0,C
3008002011,71.82608695652172,43538.45343750001,4257.384765625,300800,3008002,2011,0.0,,0.0,C
4605022016,39.17857142857143,43676.68607271635,5686.15380859375,460502,4605022,2016,0.0,,0.0,B
1340011000,57.88372093023256,46107.33846507352,3685.1538085937505,134001,1340011,1000,0.0,,0.0,C
1345211003,83.92592592592591,46197.05998883929,3174.96142578125,134521,1345211,1003,0.0,,0.0,C
4627001015,57.541666666666664,44255.153157552086,4531.65380859375,462700,4627001,1015,0.0,,0.0,B
4627001015,57.541666666666664,44255.153157552086,4531.65380859375,462700,4627001,1015,0.0,,0.0,C
4627003025,59.279999999999994,44228.722493489586,4447.115234375,462700,4627003,3025,0.0,,0.0,B
4627003025,59.279999999999994,44228.722493489586,4447.115234375,462700,4627003,3025,0.0,,0.0,C
