TRT,BLK,CTBKEY,Patch_Density,Landscape_Shape_Index,FctImp,LST,NDVI,PerCover_Forest,grade
211502,1052,2012115021052,0.0,,87.10389610389606,50271.044114583354,3749.076904296875,0.0,C
211600,1003,2012116001003,0.0,,77.20689655172411,48935.92669270834,3771.8076171875,0.0,C
211600,1018,2012116001018,0.0,,53.77777777777778,49214.00048828126,3278.8076171875,0.0,C
211600,1035,2012116001035,0.0,,52.45833333333333,49440.110894097226,4575.884765625,0.0,C
211600,2032,2012116002032,0.0,,50.88888888888889,49155.02390625,4911.615234375,0.0,C
211600,2040,2012116002040,0.0,,80.54054054054053,49300.88688858695,4643.34619140625,0.0,C
211600,2040,2012116002040,0.0,,80.54054054054053,49300.88688858695,4643.34619140625,0.0,D
211900,1015,2012119001015,0.0,,49.375,49930.9334077381,4853.115234375,0.0,C
212300,1000,2012123001000,0.0,,66.21739130434781,48837.5390625,4422.53857421875,0.0,C
212300,2007,2012123002007,0.0,,60.70588235294117,49636.03759765625,4323.115234375,0.0,C
311100,3003,2013111003003,0.0,,58.44444444444444,48331.59982638889,4090.8461914062495,0.0,C
311100,3011,2013111003011,0.0,,48.64999999999999,48112.80952380953,4786.6923828125,0.0,C
311100,4003,2013111004003,0.0,,68.14285714285714,48265.313802083336,4401.0,0.0,C
311100,4028,2013111004028,0.0,,60.80000000000001,48651.36669921875,3996.8461914062495,0.0,C
311200,1000,2013112001000,0.0,,21.63333333333333,46105.0825700431,5707.0771484375,0.0,C
311200,1002,2013112001002,0.0,,47.435294117647075,46699.31070963542,5696.615234375,0.0,C
311200,3001,2013112003001,0.0,,23.08163265306122,47410.254407051296,6566.84619140625,0.0,C
311200,3003,2013112003003,0.0,,27.810810810810818,47997.04339104729,6524.884765625,0.0,C
311200,3004,2013112003004,0.0,,42.02040816326531,47985.83341471355,6049.5771484375,0.0,C
311200,3009,2013112003009,0.0,,25.61776061776062,47231.26930832527,6266.474283854167,0.0,C
311200,3012,2013112003012,0.0,,44.91666666666666,48079.79110054348,6176.0,0.0,C
311300,1000,2013113001000,0.0,,57.37499999999999,46786.26855468751,5140.4228515625,0.0,C
311300,1017,2013113001017,0.0,,64.15384615384615,48008.233723958336,4443.96142578125,0.0,B
311400,1004,2013114001004,0.0,,74.42116630669548,44951.69453983518,2549.34619140625,0.0,C
311400,1022,2013114001022,0.0,,29.915492957746483,45541.34210526315,5055.26904296875,0.0,C
311400,1029,2013114001029,0.0,,49.8125,44159.77343749999,4294.76904296875,0.0,C
311400,1046,2013114001046,0.0,,36.25,45185.09023437501,4542.5771484375,0.0,C
311400,1049,2013114001049,0.0,,60.0625,44960.75298713235,3671.076904296875,0.0,C
311400,1073,2013114001073,0.0,,75.34722222222224,46952.25691511824,3976.5385742187505,0.0,C
311400,1079,2013114001079,0.0,,66.46739130434784,46875.89728483608,4557.34619140625,0.0,C
311501,2007,2013115012007,0.0,,45.4074074074074,45639.44189453124,5485.3076171875,0.0,C
311502,1003,2013115021003,0.0,,60.42592592592592,47330.336171875,5293.115234375,0.0,C
311502,1006,2013115021006,0.0,,67.61904761904762,48591.309765625,4015.076904296875,0.0,B
311502,1006,2013115021006,0.0,,67.61904761904762,48591.309765625,4015.076904296875,0.0,C
311502,2012,2013115022012,0.0,,43.85,47586.21162683824,5286.5,0.0,B
311502,2013,2013115022013,0.0,,45.73684210526316,47969.92619243421,5266.0771484375,0.0,B
311502,2013,2013115022013,0.0,,45.73684210526316,47969.92619243421,5266.0771484375,0.0,C
311502,2015,2013115022015,0.0,,63.45762711864406,47648.25430349577,5288.8076171875,0.0,C
311502,3013,2013115023013,0.0,,69.9,46741.7565340909,4388.0771484375,0.0,C
311502,3018,2013115023018,0.0,,63.86363636363636,47158.625,4312.384765625,0.0,C
212300,3017,2012123003017,0.0,,35.44444444444444,48391.65039062501,4138.03857421875,0.0,C
212300,3049,2012123003049,0.0,,79.99999999999999,48183.179552801725,4086.8461914062495,0.0,C
212300,3059,2012123003059,0.0,,63.011363636363626,47617.076325491566,4268.1923828125,0.0,C
212300,5015,2012123005015,0.0,,42.767241379310335,46491.991412984906,5057.9228515625,0.0,C
212400,1026,2012124001026,0.0,,78.10344827586209,48287.80625,4647.615234375,0.0,C
212400,1033,2012124001033,0.0,,64.55555555555554,49378.53657670454,4485.115234375,0.0,C
212400,2021,2012124002021,0.0,,64.57079646017704,49341.94818892046,3105.7115478515625,0.0,C
212400,3001,2012124003001,0.0,,42.333333333333336,49226.6525493421,5097.53857421875,0.0,C
212400,3009,2012124003009,0.0,,60.07142857142858,48524.238095238084,4757.46142578125,0.0,C
212500,1005,2012125001005,0.0,,83.431718061674,48775.944206008615,2283.84619140625,0.0,C
212500,1015,2012125001015,0.0,,61.55087719298247,48114.95176750887,3115.2691650390625,0.0,C
212500,1047,2012125001047,0.0,,88.75,46299.73984375,4297.53857421875,0.0,C
212500,2000,2012125002000,0.0,,55.08823529411763,47950.188024720155,2801.65380859375,0.0,C
212500,2017,2012125002017,0.0,,57.23809523809523,47435.966796875,3722.230712890625,0.0,C
212500,3000,2012125003000,0.0,,56.14388489208634,47651.12666590074,5394.65380859375,0.0,C
212500,3000,2012125003000,0.0,,56.14388489208634,47651.12666590074,5394.65380859375,0.0,D
212500,3001,2012125003001,0.0,,32.73532289628175,46110.63686441976,5335.936785016741,0.0,C
212500,3001,2012125003001,0.0,,32.73532289628175,46110.63686441976,5335.936785016741,0.0,D
212500,3002,2012125003002,0.0,,52.57142857142856,46003.999813988084,5785.1923828125,0.0,D
212500,3011,2012125003011,0.0,,70.49549549549553,46873.292986034285,6156.115234375,0.0,D
212500,3016,2012125003016,0.0,,50.517543859649166,47617.919247477555,3548.6538899739585,0.0,C
212500,3035,2012125003035,0.0,,81.9645529736118,46792.702342827986,2290.3149032592773,0.0,C
212500,3035,2012125003035,0.0,,81.9645529736118,46792.702342827986,2290.3149032592773,0.0,D
212500,3036,2012125003036,0.0,,79.18421052631584,47294.99741274352,2763.15380859375,0.0,C
220100,1051,2012201001051,0.0,,46.85483870967742,47646.45041830708,4722.1923828125,0.0,D
310300,5013,2013103005013,0.0,,69.10526315789474,48408.650390625,3535.230712890625,0.0,B
310400,1015,2013104001015,0.0,,63.714285714285715,47786.056919642855,4011.8461914062495,0.0,C
310400,2005,2013104002005,0.0,,70.32307692307694,48270.340698242195,3532.1923828125,0.0,C
310400,2010,2013104002010,0.0,,77.66666666666666,48394.317057291664,3788.615478515625,0.0,C
310400,2020,2013104002020,0.0,,75.8125,49732.61279296874,3476.769287109375,0.0,C
310400,3021,2013104003021,0.0,,57.71428571428572,48966.75725446428,3653.115478515625,0.0,C
310500,1011,2013105001011,0.0,,87.47104247104245,50306.36374879346,2150.34619140625,0.0,C
311701,2001,2013117012001,0.0,,60.92592592592592,46272.31752929688,4156.1923828125,0.0,C
311800,2001,2013118002001,0.0,,53.400000000000006,45106.549999999996,5009.8271484375,0.0,B
311800,2026,2013118002026,0.0,,60.827586206896555,47588.31445312501,4545.615234375,0.0,B
312200,1000,2013122001000,0.0,,84.75,48823.70052083333,3518.46142578125,0.0,D
310500,1028,2013105001028,0.0,,67.0,47892.56015625,3849.4614257812495,0.0,C
310500,2006,2013105002006,0.0,,51.53846153846153,47139.10016741072,3858.076904296875,0.0,C
310500,3012,2013105003012,0.0,,60.464285714285715,48818.673177083336,3862.1538085937505,0.0,C
