TRT,BLK,CTBKEY,Patch_Density,Landscape_Shape_Index,FctImp,LST,NDVI,PerCover_Forest,grade
100001,1037,2011000011037,0.0,,84.63636363636361,48052.28160511363,2888.769287109375,0.0,D
100001,1123,2011000011123,0.0,,88.63636363636365,49436.16634114582,2234.884521484375,0.0,C
210400,1041,2012104001041,0.0,,55.22222222222222,46799.80022321428,5435.1923828125,0.0,C
210400,1047,2012104001047,0.0,,53.888888888888886,46972.34319196429,5750.615234375,0.0,D
210400,1058,2012104001058,0.0,,68.72340425531912,47162.075607638886,5301.03857421875,0.0,C
210400,1058,2012104001058,0.0,,68.72340425531912,47162.075607638886,5301.03857421875,0.0,D
210400,1066,2012104001066,0.0,,57.93333333333334,47641.889843749996,4656.6923828125,0.0,C
210400,2006,2012104002006,0.0,,39.687499999999986,47219.281511871486,5953.46142578125,0.0,C
210400,2006,2012104002006,0.0,,39.687499999999986,47219.281511871486,5953.46142578125,0.0,D
210500,1013,2012105001013,0.0,,74.22857142857144,48476.491294642845,4671.23095703125,0.0,C
210500,2018,2012105002018,0.0,,53.0,47869.299999999996,4597.96142578125,0.0,C
210500,2044,2012105002044,0.0,,54.4,47182.621961805555,4648.46142578125,0.0,C
210500,2059,2012105002059,0.0,,66.11111111111111,47204.89098011363,4039.5,0.0,C
210500,3012,2012105003012,0.0,,70.5971223021583,47656.393456375816,4526.788330078125,0.0,C
210500,3018,2012105003018,0.0,,37.31004366812225,46238.80770900108,5202.980712890625,0.0,C
210500,3018,2012105003018,0.0,,37.31004366812225,46238.80770900108,5202.980712890625,0.0,D
210500,3029,2012105003029,0.0,,50.42105263157895,47337.32204861112,5121.76904296875,0.0,C
210600,2009,2012106002009,0.0,,52.341463414634134,48086.063262195115,5287.9228515625,0.0,B
210600,2011,2012106002011,0.0,,50.607142857142854,48141.88110351562,5132.115234375,0.0,B
210600,2041,2012106002041,0.0,,53.888888888888886,47804.11111111111,5171.53857421875,0.0,B
210700,1000,2012107001000,0.0,,46.6875,46244.57790798611,4836.84619140625,0.0,C
210700,1018,2012107001018,0.0,,48.7,46564.200520833336,4862.65380859375,0.0,C
210700,1041,2012107001041,0.0,,50.66298342541435,47493.6009260885,5308.269287109375,0.0,C
210700,1108,2012107001108,0.0,,54.666666666666664,48509.421875,4638.23095703125,0.0,C
210800,1000,2012108001000,0.0,,57.1,48350.45063064758,4369.384765625,0.0,D
210800,1015,2012108001015,0.0,,71.58711217183769,48601.14484747023,3630.326904296875,0.0,C
310101,2033,2013101012033,0.0,,83.01960784313722,49303.80365566039,3253.923095703125,0.0,C
310101,2075,2013101012075,0.0,,75.63636363636363,48327.5390625,3915.576904296875,0.0,C
310200,1000,2013102001000,0.0,,77.89583333333331,49187.07362085459,2995.15380859375,0.0,D
310200,1035,2013102001035,0.0,,64.5,49019.41992187501,3385.03857421875,0.0,D
310300,1020,2013103001020,0.0,,56.599999999999994,47554.30965909091,4457.15380859375,0.0,B
310300,3024,2013103003024,0.0,,80.97637795275595,49990.77132936508,2802.5,0.0,D
310300,3025,2013103003025,0.0,,78.0,49881.62848772321,3213.769287109375,0.0,D
310300,4006,2013103004006,0.0,,68.1578947368421,48557.29481907894,3715.384521484375,0.0,B
210800,1033,2012108001033,0.0,,59.333333333333336,48303.600260416664,4520.76904296875,0.0,C
210800,1048,2012108001048,0.0,,58.34482758620691,48737.3000217014,4572.884765625,0.0,D
210800,1056,2012108001056,0.0,,74.53333333333333,47933.40690104166,4093.3461914062495,0.0,C
210800,2048,2012108002048,0.0,,62.77777777777778,49375.022569444445,4619.9228515625,0.0,C
211000,1020,2012110001020,0.0,,59.9,49299.033203125,3711.076904296875,0.0,C
211101,1004,2012111011004,0.0,,76.0,49087.559172453715,3993.519287109375,0.0,C
211101,2005,2012111012005,0.0,,41.63186813186811,47744.88314167838,5300.5,0.0,C
211101,2022,2012111012022,0.0,,49.0,48222.177734375,5516.73095703125,0.0,C
211101,2038,2012111012038,0.0,,57.333333333333336,48658.48549107143,5474.46142578125,0.0,C
211102,2000,2012111022000,0.0,,44.53846153846153,47306.93601562499,6004.26904296875,0.0,D
211200,2006,2012112002006,0.0,,42.46363636363637,46987.87656980139,6049.0771484375,0.0,D
211301,1026,2012113011026,0.0,,60.375,49107.09498355263,4172.3076171875,0.0,D
211301,2002,2012113012002,0.0,,66.0722891566265,48680.137113764045,4871.115234375,0.0,D
211301,2046,2012113012046,0.0,,60.70588235294118,48940.2384672619,4905.4228515625,0.0,D
100001,1025,2011000011025,0.0,,83.25,46367.265370244575,3436.03857421875,0.0,D
210400,1012,2012104001012,0.0,,80.4,48990.78352864582,4630.8076171875,0.0,C
210400,1036,2012104001036,0.0,,47.586206896551744,46467.48019701088,5652.384765625,0.0,C
210400,1036,2012104001036,0.0,,47.586206896551744,46467.48019701088,5652.384765625,0.0,D
210400,1043,2012104001043,0.0,,27.63968668407312,46214.33619931302,5129.96142578125,0.0,C
210400,1043,2012104001043,0.0,,27.63968668407312,46214.33619931302,5129.96142578125,0.0,D
210400,2008,2012104002008,0.0,,61.49999999999999,48562.88404605263,5549.26904296875,0.0,C
210400,2008,2012104002008,0.0,,61.49999999999999,48562.88404605263,5549.26904296875,0.0,D
210400,2018,2012104002018,0.0,,62.10344827586208,48152.31626420454,4672.96142578125,0.0,C
210400,2025,2012104002025,0.0,,57.69230769230769,46558.62682291667,5153.0,0.0,C
210500,1000,2012105001000,0.0,,79.55263157894733,46662.86363636365,4767.0771484375,0.0,C
210500,1017,2012105001017,0.0,,46.83333333333332,48197.9334077381,4999.3076171875,0.0,C
211301,2054,2012113012054,0.0,,81.83333333333333,47319.964613970595,4252.96142578125,0.0,D
211302,1002,2012113021002,0.0,,66.36363636363635,48384.49837853774,4582.5,0.0,D
211302,2002,2012113022002,0.0,,39.31428571428571,47894.67980127428,4444.115234375,0.0,D
211302,2011,2012113022011,0.0,,56.5,49780.17751736111,4867.34619140625,0.0,D
211302,2019,2012113022019,0.0,,73.25000000000001,49524.9453125,5030.84619140625,0.0,D
211302,3000,2012113023000,0.0,,85.72016460905348,47935.03372556585,4379.8076171875,0.0,D
211400,1003,2012114001003,0.0,,57.70967741935484,47922.20645491804,4464.5771484375,0.0,D
211400,1005,2012114001005,0.0,,74.53658536585367,48441.338541666664,4634.115234375,0.0,D
211400,2005,2012114002005,0.0,,58.25892857142857,48401.503944546595,4683.6923828125,0.0,D
211400,3057,2012114003057,0.0,,72.8,48890.36653645833,3670.423095703125,0.0,D
211400,3067,2012114003067,0.0,,70.3780487804878,48484.30917080968,4270.5771484375,0.0,D
211400,3081,2012114003081,0.0,,60.86746987951808,48790.12000868055,3227.53857421875,0.0,D
211501,1000,2012115011000,0.0,,83.57770270270271,49052.35352229094,3006.34619140625,0.0,C
211501,1001,2012115011001,0.0,,79.62420382165608,48663.716898336046,3617.8461914062495,0.0,C
211501,1002,2012115011002,0.0,,39.34249263984297,47376.14470375372,4191.038427734375,0.0,C
211501,1003,2012115011003,0.0,,81.98657718120805,49262.78364158164,3280.2115478515625,0.0,C
211501,1009,2012115011009,0.0,,51.44444444444445,46525.41992187501,5424.8076171875,0.0,C
211501,1019,2012115011019,0.0,,50.625,47856.51692708333,6032.0771484375,0.0,C
211501,2000,2012115012000,0.0,,45.8235294117647,47494.78515624999,4010.0385742187505,0.0,C
211501,2002,2012115012002,0.0,,61.41666666666667,47872.88363486841,3975.3461914062495,0.0,C
211501,3001,2012115013001,0.0,,71.21428571428571,48711.04010416666,4572.34619140625,0.0,C
211501,3010,2012115013010,0.0,,66.29577464788733,49372.79019657259,2524.884521484375,0.0,C
211501,3025,2012115013025,0.0,,52.58333333333333,47375.853124999994,4276.76904296875,0.0,C
210500,1024,2012105001024,0.0,,65.94444444444444,47147.23307291666,4839.03857421875,0.0,C
210500,2014,2012105002014,0.0,,53.5,48165.755208333336,4427.884765625,0.0,C
210500,2032,2012105002032,0.0,,54.44444444444444,47479.7609375,4466.9228515625,0.0,C
210500,2065,2012105002065,0.0,,80.5,48116.022135416664,4538.34619140625,0.0,C
210500,3039,2012105003039,0.0,,59.33333333333333,46747.34745065789,5109.84619140625,0.0,C
210600,2047,2012106002047,0.0,,44.142857142857146,47602.75443892045,4895.115234375,0.0,B
210600,2047,2012106002047,0.0,,44.142857142857146,47602.75443892045,4895.115234375,0.0,C
210600,3031,2012106003031,0.0,,82.24324324324323,48301.411994485316,4519.615234375,0.0,B
210600,3049,2012106003049,0.0,,53.904761904761905,47479.33314732143,5243.0771484375,0.0,B
210600,3057,2012106003057,0.0,,48.50000000000001,47866.79980468751,5075.615234375,0.0,B
210700,1046,2012107001046,0.0,,62.333333333333336,45700.1328125,5083.46142578125,0.0,C
210700,1072,2012107001072,0.0,,54.27272727272727,47942.87251420455,5069.65380859375,0.0,C
210700,1104,2012107001104,0.0,,37.44444444444444,48744.614118303565,4521.884765625,0.0,C
211502,2023,2012115022023,0.0,,59.583333333333336,48150.100390625,4698.96142578125,0.0,C
211502,2032,2012115022032,0.0,,70.94505494505498,48448.534461805575,2922.0,0.0,C
211502,2034,2012115022034,0.0,,62.19166666666668,48070.124160640495,3739.0385742187505,0.0,C
211600,1031,2012116001031,0.0,,61.47826086956522,48896.466703869046,4260.115234375,0.0,C
211600,2013,2012116002013,0.0,,45.359999999999985,48973.553013392855,4974.384765625,0.0,C
211600,2020,2012116002020,0.0,,45.523809523809526,48317.22509765625,4897.384765625,0.0,C
211900,1004,2012119001004,0.0,,50.42857142857143,49762.06608072917,3108.115478515625,0.0,C
212300,1021,2012123001021,0.0,,71.89999999999999,49304.6,4048.8461914062495,0.0,C
212300,2012,2012123002012,0.0,,59.5,49123.27539062501,4498.9228515625,0.0,C
212300,3014,2012123003014,0.0,,63.22222222222222,49042.93326822917,4290.6923828125,0.0,C
310400,1027,2013104001027,0.0,,59.909090909090914,46983.545099431816,4258.0771484375,0.0,C
310400,3015,2013104003015,0.0,,60.333333333333336,48064.8,4288.23095703125,0.0,C
310400,3032,2013104003032,0.0,,91.57142857142861,48430.193548387106,3996.6923828125,0.0,C
310500,1007,2013105001007,0.0,,68.11680327868842,49037.73837691327,2499.8589680989585,0.0,C
310500,1022,2013105001022,0.0,,85.79487179487184,49338.37689012096,2277.384521484375,0.0,C
310500,2001,2013105002001,0.0,,86.2,48082.95019531249,3030.269287109375,0.0,C
310500,2029,2013105002029,0.0,,64.07692307692308,47981.64633413462,4224.15380859375,0.0,C
310500,3008,2013105003008,0.0,,62.31249999999999,48243.26245117186,4051.6923828125,0.0,C
310500,4003,2013105004003,0.0,,57.578947368421055,48741.758018092114,3328.53857421875,0.0,C
310600,1007,2013106001007,0.0,,68.125,49026.44970703126,4785.1923828125,0.0,B
310600,2013,2013106002013,0.0,,56.166666666666664,45668.106158088245,4400.03857421875,0.0,B
310600,2027,2013106002027,0.0,,55.72727272727272,47341.76220703125,4393.15380859375,0.0,B
310600,3010,2013106003010,0.0,,70.4,46347.49076704546,4337.03857421875,0.0,B
310600,5016,2013106005016,0.0,,49.230769230769226,46684.800130208336,3869.423095703125,0.0,B
210800,1019,2012108001019,0.0,,78.34439834024899,49327.26529811715,3825.4615071614585,0.0,C
210800,1037,2012108001037,0.0,,62.061007957559674,48578.1855569948,3883.7691650390625,0.0,C
210800,1037,2012108001037,0.0,,62.061007957559674,48578.1855569948,3883.7691650390625,0.0,D
210800,2018,2012108002018,0.0,,48.375,48778.680078125,4249.3076171875,0.0,C
210800,2035,2012108002035,0.0,,49.74999999999999,48140.90006510417,4462.84619140625,0.0,D
210900,1001,2012109001001,0.0,,72.76000000000003,48682.71334134614,4337.0,0.0,D
210900,1004,2012109001004,0.0,,35.40909090909091,48695.155164930555,4171.03857421875,0.0,D
211000,1041,2012110001041,0.0,,75.28571428571429,48585.159765624994,3427.34619140625,0.0,C
211000,1048,2012110001048,0.0,,52.91666666666666,46464.7421875,5852.73095703125,0.0,D
211101,1010,2012111011010,0.0,,78.58333333333336,48595.610853040525,4369.807861328125,0.0,C
211101,1010,2012111011010,0.0,,78.58333333333336,48595.610853040525,4369.807861328125,0.0,D
211101,2015,2012111012015,0.0,,51.75000000000001,48757.26649305556,5202.84619140625,0.0,C
211101,2033,2012111012033,0.0,,50.25,49289.95019531251,5014.4228515625,0.0,C
211102,1000,2012111021000,0.0,,54.83783783783783,47363.10860048492,5226.96142578125,0.0,C
211102,1000,2012111021000,0.0,,54.83783783783783,47363.10860048492,5226.96142578125,0.0,D
211102,1017,2012111021017,0.0,,47.23076923076923,48884.011948529405,5133.384765625,0.0,D
211102,2008,2012111022008,0.0,,48.48051948051947,47017.016725352114,5749.9228515625,0.0,C
211102,2008,2012111022008,0.0,,48.48051948051947,47017.016725352114,5749.9228515625,0.0,D
211102,3030,2012111023030,0.0,,78.84662576687114,47050.4558423913,5199.269287109375,0.0,D
211200,2027,2012112002027,0.0,,44.083333333333336,46774.911458333336,5927.53857421875,0.0,D
211301,1008,2012113011008,0.0,,79.21276595744682,48382.746701388896,3781.980712890625,0.0,D
211301,1016,2012113011016,0.0,,55.0,48349.21953125,4504.615234375,0.0,D
211301,2016,2012113012016,0.0,,51.458333333333336,49416.909090909096,5466.0771484375,0.0,D
211301,2042,2012113012042,0.0,,69.33333333333333,48295.033203125,5217.96142578125,0.0,D
211301,2047,2012113012047,0.0,,75.5,48013.54980468751,4895.384765625,0.0,D
211302,1012,2012113021012,0.0,,63.22222222222222,48644.955729166664,4829.65380859375,0.0,D
211302,2000,2012113022000,0.0,,55.24999999999999,48440.62500000001,4393.3076171875,0.0,D
211302,2007,2012113022007,0.0,,57.29166666666666,49335.719921874996,4855.5771484375,0.0,D
211302,3003,2012113023003,0.0,,80.41600000000003,48731.01398982559,4631.923095703125,0.0,D
211302,3005,2012113023005,0.0,,68.0,48289.82519531249,3825.923095703125,0.0,D
211302,3027,2012113023027,0.0,,40.888888888888886,48992.43984375,4452.46142578125,0.0,D
211400,1002,2012114001002,0.0,,55.46874999999999,48305.06911057692,4738.5771484375,0.0,D
310800,1009,2013108001009,0.0,,70.80608365019005,49028.696569683925,3176.1922607421875,0.0,B
310800,1016,2013108001016,0.0,,84.66666666666666,47869.349609375,3324.923095703125,0.0,B
310900,3011,2013109003011,0.0,,81.66666666666667,48398.34977213542,4144.9228515625,0.0,C
310900,5016,2013109005016,0.0,,62.10526315789475,48628.56846217105,3947.076904296875,0.0,C
311001,1001,2013110011001,0.0,,65.64615384615382,48959.3449388587,3590.576904296875,0.0,C
311001,1009,2013110011009,0.0,,61.05263157894737,50014.64003906249,2009.7692871093752,0.0,C
311001,1017,2013110011017,0.0,,69.1875,49966.35568576389,3253.1923828125,0.0,C
311001,1020,2013110011020,0.0,,82.78571428571429,49052.78636853448,2767.46142578125,0.0,C
311002,1022,2013110021022,0.0,,61.0,46262.730787627566,4116.384765625,0.0,C
311100,1003,2013111001003,0.0,,85.04511278195494,46899.25858191291,2822.46142578125,0.0,C
212300,3021,2012123003021,0.0,,50.900000000000006,46795.08365885416,4528.384765625,0.0,D
212300,3030,2012123003030,0.0,,49.69090909090908,47507.84346590909,4014.0,0.0,D
212300,3031,2012123003031,0.0,,64.41269841269843,49190.07905505952,3393.576904296875,0.0,C
212300,3031,2012123003031,0.0,,64.41269841269843,49190.07905505952,3393.576904296875,0.0,D
212300,3048,2012123003048,0.0,,82.7941176470588,48874.935431985294,3819.3076171875,0.0,C
212300,3054,2012123003054,0.0,,85.74038461538464,48973.87454044116,3494.1923828125,0.0,C
212300,3054,2012123003054,0.0,,85.74038461538464,48973.87454044116,3494.1923828125,0.0,D
212300,3073,2012123003073,0.0,,70.8,48180.333333333336,3051.96142578125,0.0,D
212300,3089,2012123003089,0.0,,75.77777777777777,49373.13574218751,2784.5,0.0,D
212300,3090,2012123003090,0.0,,64.39999999999998,49244.04199218751,3364.115478515625,0.0,D
212300,5002,2012123005002,0.0,,79.99999999999999,49250.38401442308,4778.884765625,0.0,C
310101,2029,2013101012029,0.0,,67.44444444444444,48556.0203125,3371.769287109375,0.0,C
310101,2081,2013101012081,0.0,,76.91666666666667,48950.454900568184,3381.884521484375,0.0,C
310200,1006,2013102001006,0.0,,70.21126760563382,49266.26043450345,2506.84619140625,0.0,D
310200,1012,2013102001012,0.0,,86.0,49248.95019531249,2301.15380859375,0.0,C
310200,1053,2013102001053,0.0,,83.66666666666669,49371.73324652778,2836.1923828125,0.0,D
310300,1001,2013103001001,0.0,,56.88888888888889,48224.65384615386,3751.0,0.0,B
310300,1011,2013103001011,0.0,,50.0,48084.109375,4482.03857421875,0.0,B
310300,2012,2013103002012,0.0,,60.42857142857143,46755.61439732143,4983.96142578125,0.0,B
310300,2014,2013103002014,0.0,,63.566666666666656,47698.236032196975,4884.84619140625,0.0,B
310300,3010,2013103003010,0.0,,84.3195266272189,49892.40703125002,3111.4422607421875,0.0,B
310300,3014,2013103003014,0.0,,72.98275862068962,48873.65042410716,4306.115234375,0.0,B
211400,3003,2012114003003,0.0,,35.44444444444444,48206.03287760417,4524.26904296875,0.0,D
211400,3010,2012114003010,0.0,,47.8,48440.10901988636,4564.0771484375,0.0,D
211400,3029,2012114003029,0.0,,43.30000000000001,48737.07452512255,4520.23095703125,0.0,D
211400,3036,2012114003036,0.0,,58.47826086956522,49587.95436789773,3258.230712890625,0.0,D
211501,1014,2012115011014,0.0,,51.92307692307692,47222.612304687485,6471.4228515625,0.0,C
211501,1024,2012115011024,0.0,,79.83333333333331,48194.380078125,3714.115478515625,0.0,C
211501,1049,2012115011049,0.0,,76.65979381443299,49330.09471649484,2290.96142578125,0.0,C
211501,2015,2012115012015,0.0,,50.73684210526315,47485.962646484375,4680.65380859375,0.0,C
211501,2023,2012115012023,0.0,,42.157894736842096,47952.822265625,4629.53857421875,0.0,C
211501,2030,2012115012030,0.0,,82.38888888888886,49716.509958791205,3020.019287109375,0.0,C
211501,3011,2012115013011,0.0,,44.63636363636363,48689.080078125,4011.4614257812495,0.0,C
211502,1016,2012115021016,0.0,,80.77727272727267,48691.55308628942,3500.1409505208335,0.0,C
211502,1024,2012115021024,0.0,,46.35714285714286,47787.55226934524,4339.53857421875,0.0,C
211502,1027,2012115021027,0.0,,47.80952380952379,48103.63157894736,4598.40380859375,0.0,C
212300,5037,2012123005037,0.0,,68.00000000000001,49449.246394230766,4315.34619140625,0.0,C
212300,5042,2012123005042,0.0,,75.42857142857143,48323.734375,4474.615234375,0.0,C
212300,5045,2012123005045,0.0,,60.29032258064516,46972.44635416668,4415.3076171875,0.0,C
212400,2050,2012124002050,0.0,,69.9375,49298.675048828125,2874.53857421875,0.0,C
212500,1002,2012125001002,0.0,,75.91164658634528,48357.12375637758,2221.2211303710938,0.0,C
212500,1012,2012125001012,0.0,,86.53676470588235,49327.80742472631,1908.2307128906248,0.0,C
212500,1020,2012125001020,0.0,,44.20425531914894,46855.14468085108,5181.23095703125,0.0,C
212500,1042,2012125001042,0.0,,76.46666666666667,46889.96875,4072.6923828125,0.0,C
212500,1052,2012125001052,0.0,,74.35714285714285,47021.27272727272,2928.65380859375,0.0,C
212500,2014,2012125002014,0.0,,48.07692307692307,47840.827414772735,4142.73095703125,0.0,C
212500,2020,2012125002020,0.0,,57.11764705882353,48519.01660156249,4559.884765625,0.0,C
212500,2028,2012125002028,0.0,,54.38461538461539,47643.74983723959,5041.5,0.0,C
212500,3012,2012125003012,0.0,,60.1,47959.888840663574,5367.73095703125,0.0,D
212500,3014,2012125003014,0.0,,73.12807881773396,47992.83913709168,5943.34619140625,0.0,C
212500,3014,2012125003014,0.0,,73.12807881773396,47992.83913709168,5943.34619140625,0.0,D
212500,3015,2012125003015,0.0,,80.52272727272734,47142.33320732525,3849.8076171875,0.0,C
212500,3020,2012125003020,0.0,,83.25,49131.31018813775,2758.115478515625,0.0,C
212500,3021,2012125003021,0.0,,81.34444444444443,48651.19089577417,2653.84619140625,0.0,C
212500,3047,2012125003047,0.0,,66.23577235772356,47452.102188692756,4081.923095703125,0.0,D
220100,1048,2012201001048,0.0,,79.87692307692305,49562.25019531252,4432.76904296875,0.0,D
220200,2030,2012202002030,0.0,,58.7,46098.49967447917,4941.8076171875,0.0,C
211502,1036,2012115021036,0.0,,47.77272727272728,48307.715871710534,4581.1923828125,0.0,C
211502,1041,2012115021041,0.0,,81.67441860465117,50131.57456487339,3919.384521484375,0.0,C
211502,1049,2012115021049,0.0,,81.33620689655169,49127.5824728261,2784.269287109375,0.0,C
