CTCB20,FctImp,LST,NDVI,CT20,BG20,CB20,PatchDensity,LandscapeShapeIndex,PerCoverGreen
1231031007,56.64102564102564,44534.63071986606,3302.84619140625,123103,1231031,1007,0.0,,0.0
3008004000,40.43181818181817,43601.461391715115,5793.76904296875,300800,3008004,4000,0.0,,0.0
1349043009,55.35416666666668,46069.94556725543,3537.59619140625,134904,1349043,3009,0.0,,0.0
4611003000,41.80952380952379,43516.544704861095,5965.73095703125,461100,4611003,3000,0.0,,0.0
1221221010,87.50000000000001,44788.3943810096,1414.8077392578125,122122,1221221,1010,0.0,,0.0
1221221011,55.18154761904761,44351.04324331071,1968.59619140625,122122,1221221,1011,0.0,,0.0
1132383005,53.03333333333333,45699.25013020833,3734.076904296875,113238,1132383,3005,0.0,,0.0
9800231010,1.727666955767563,43963.78246596668,4628.67578125,980023,9800231,1010,3.57971135e-07,27657.63985135127,0.873840569818676
1154032003,49.3939393939394,44528.52238175676,3260.0,115403,1154032,2003,0.0,,0.0
1175303002,70.5308641975309,44666.44154743976,2538.769287109375,117530,1175303,3002,0.0,,0.0
1154012002,40.79166666666666,45326.627997819785,4801.76904296875,115401,1154012,2002,0.0,,0.0
1154012004,64.60769230769228,45932.525923295485,4192.65380859375,115401,1154012,2004,0.0,,0.0
1154041009,55.61224489795919,45866.11904761905,3776.6923828125,115404,1154041,1009,0.0,,0.0
1134241016,45.70000000000001,45622.907465277785,4408.84619140625,113424,1134241,1016,0.0,,0.0
1134283000,44.23033707865167,44480.68502286586,4385.90380859375,113428,1134283,3000,0.0,,0.0
1134283003,55.49999999999999,44770.316992187494,4238.96142578125,113428,1134283,3003,0.0,,0.0
1134231008,46.0967741935484,45423.1563313802,4252.115478515625,113423,1134231,1008,0.0,,0.0
1173023008,52.0,45349.50013020832,4099.884765625,117302,1173023,3008,0.0,,0.0
1151012015,58.047058823529404,45621.120368878874,4368.384765625,115101,1151012,2015,0.0,,0.0
1132371029,85.61855670103094,45556.09370117187,2548.3076171875,113237,1132371,1029,0.0,,0.0
3001003006,52.45,44488.150585937496,5172.9228515625,300100,3001003,3006,0.0,,0.0
1151012012,68.22500000000001,45829.697998046875,4829.34619140625,115101,1151012,2012,0.0,,0.0
1151012009,45.11111111111111,45246.82177734376,4935.03857421875,115101,1151012,2009,0.0,,0.0
1190041008,55.02083333333333,44621.41842830882,2927.115478515625,119004,1190041,1008,0.0,,0.0
1212221000,73.23076923076918,44690.6153470553,2398.384521484375,121222,1212221,1000,0.0,,0.0
